country,age,new_user,source,total_pages_visited,converted
China,25,1,Direct,2,0
US,33,0,Direct,2,0
China,20,0,Direct,2,0
UK,36,0,Direct,3,0
China,25,1,Ads,5,0
US,25,1,Ads,7,0
US,26,1,Ads,7,0
UK,28,1,Seo,18,1
China,37,0,Direct,4,0
US,17,1,Direct,2,0
Germany,17,0,Direct,3,0
US,36,1,Direct,12,0
China,21,1,Seo,6,0
US,22,1,Direct,2,0
US,29,1,Ads,1,0
US,23,1,Ads,1,0
US,36,1,Seo,5,0
US,26,1,Ads,6,0
China,17,1,Direct,7,0
US,34,0,Seo,4,0
US,37,0,Direct,21,1
US,38,0,Ads,3,0
Germany,41,1,Seo,1,0
China,28,1,Direct,3,0
US,17,1,Seo,2,0
UK,34,1,Direct,10,0
US,20,0,Seo,18,1
Germany,17,0,Seo,4,0
US,42,1,Seo,2,0
US,34,1,Ads,2,0
US,34,0,Direct,3,0
US,30,1,Seo,3,0
US,28,1,Ads,9,0
US,44,1,Seo,9,0
China,24,1,Seo,12,0
US,24,1,Ads,10,0
US,21,1,Seo,2,0
China,20,1,Seo,7,0
US,42,0,Seo,13,1
China,33,1,Seo,9,0
US,35,1,Direct,2,0
UK,28,1,Seo,2,0
UK,37,0,Seo,5,0
UK,17,0,Ads,9,0
US,27,1,Seo,6,0
US,27,0,Ads,6,0
US,21,1,Ads,8,0
US,20,0,Seo,3,0
UK,31,0,Seo,4,0
US,47,1,Ads,6,0
US,36,0,Ads,14,1
US,19,1,Seo,1,0
UK,19,0,Seo,3,0
UK,38,1,Seo,3,0
US,29,1,Direct,2,0
US,26,0,Ads,4,0
US,23,1,Seo,1,0
UK,35,0,Seo,2,0
US,28,1,Ads,2,0
US,21,1,Direct,6,0
UK,33,0,Direct,2,0
China,42,1,Seo,4,0
US,27,1,Ads,4,0
US,20,1,Direct,2,0
US,33,0,Seo,9,0
China,31,0,Seo,6,0
US,41,1,Seo,3,0
US,31,0,Ads,7,0
US,19,1,Seo,3,0
US,24,1,Direct,6,0
US,21,0,Seo,11,0
US,22,1,Ads,6,0
China,27,1,Seo,3,0
China,42,0,Ads,1,0
China,48,0,Seo,7,0
UK,34,1,Ads,5,0
US,31,0,Seo,4,0
US,23,1,Ads,12,0
China,36,1,Ads,7,0
China,38,0,Seo,3,0
China,32,0,Ads,8,0
US,42,1,Direct,2,0
US,32,1,Ads,2,0
US,35,1,Seo,7,0
US,42,1,Ads,4,0
Germany,26,0,Seo,13,1
US,30,1,Ads,2,0
US,33,1,Ads,11,0
UK,27,1,Seo,1,0
US,35,1,Seo,6,0
China,42,1,Direct,6,0
US,45,0,Direct,3,0
US,26,0,Seo,5,0
China,20,1,Seo,3,0
US,22,0,Seo,2,0
US,29,1,Direct,9,0
China,27,1,Seo,2,0
UK,18,0,Ads,14,1
US,27,1,Ads,8,0
US,19,1,Seo,9,0
US,52,1,Ads,1,0
Germany,27,1,Ads,4,0
China,25,1,Seo,4,0
China,34,1,Seo,4,0
US,22,0,Ads,6,0
China,40,1,Seo,3,0
UK,27,0,Seo,13,1
US,29,1,Ads,6,0
China,32,0,Seo,7,0
China,21,1,Direct,9,0
China,33,1,Seo,1,0
China,32,1,Ads,9,0
US,27,0,Ads,5,0
US,47,1,Seo,5,0
China,29,0,Direct,3,0
UK,22,1,Seo,5,0
UK,30,0,Seo,9,0
UK,33,1,Ads,3,0
Germany,38,0,Ads,5,0
US,23,0,Ads,10,1
US,18,1,Seo,1,0
US,37,0,Direct,1,0
US,26,1,Seo,3,0
UK,27,0,Seo,10,1
China,37,1,Seo,7,0
UK,22,1,Seo,3,0
China,17,1,Ads,1,0
US,30,0,Ads,3,0
US,51,1,Direct,3,0
UK,22,1,Ads,2,0
UK,17,1,Ads,2,0
US,29,1,Seo,5,0
China,17,1,Ads,12,0
US,23,1,Ads,7,0
US,20,0,Seo,1,0
US,35,0,Ads,2,0
China,43,0,Seo,2,0
US,24,1,Seo,3,0
US,31,1,Seo,6,0
China,26,1,Seo,6,0
China,23,0,Seo,5,0
US,41,1,Seo,2,0
US,42,1,Seo,5,0
China,31,0,Ads,8,0
US,31,0,Direct,3,0
US,18,1,Ads,16,1
China,45,1,Seo,3,0
US,18,1,Seo,6,0
US,25,1,Direct,3,0
UK,30,0,Seo,8,0
US,30,1,Ads,3,0
Germany,21,1,Seo,1,0
UK,43,1,Direct,7,0
US,34,1,Seo,5,0
Germany,42,0,Ads,3,0
US,42,1,Seo,10,0
US,50,0,Ads,6,0
UK,25,1,Direct,1,0
China,22,1,Direct,2,0
China,24,1,Ads,6,0
US,42,1,Seo,5,0
US,22,1,Seo,1,0
US,27,1,Direct,3,0
China,43,1,Seo,1,0
US,30,0,Direct,2,0
China,39,0,Direct,1,0
China,39,1,Seo,10,0
China,45,0,Seo,1,0
US,25,1,Direct,7,0
US,21,1,Ads,1,0
China,40,1,Seo,10,0
US,18,1,Seo,6,0
China,28,1,Ads,9,0
US,47,1,Seo,9,0
China,57,0,Direct,1,0
US,28,1,Seo,2,0
China,44,1,Seo,11,0
US,20,1,Seo,1,0
Germany,39,1,Ads,4,0
China,25,1,Seo,7,0
US,22,1,Seo,7,0
China,32,1,Direct,4,0
US,17,1,Ads,2,0
US,37,1,Ads,2,0
China,35,1,Ads,4,0
UK,54,1,Ads,5,0
China,26,0,Ads,5,0
China,27,1,Seo,2,0
US,24,0,Seo,2,0
China,45,0,Ads,2,0
Germany,30,1,Ads,3,0
US,40,0,Direct,5,0
US,30,0,Ads,4,0
US,26,1,Seo,6,0
US,33,1,Ads,9,0
China,31,0,Ads,8,0
US,25,1,Seo,7,0
US,33,0,Seo,7,0
China,34,0,Ads,1,0
US,34,1,Seo,6,0
US,24,0,Ads,5,0
US,36,1,Seo,6,0
China,43,1,Ads,3,0
US,29,0,Seo,6,0
US,32,0,Seo,2,0
US,30,0,Ads,8,0
China,45,1,Direct,6,0
US,30,1,Ads,2,0
China,23,1,Ads,6,0
US,32,1,Seo,9,0
China,30,1,Seo,6,0
US,26,0,Seo,7,0
US,20,1,Seo,3,0
UK,31,1,Seo,11,0
US,22,0,Seo,1,0
US,34,1,Seo,3,0
US,25,1,Direct,6,0
China,29,1,Seo,3,0
US,38,0,Seo,6,0
US,30,1,Direct,3,0
US,35,1,Seo,1,0
US,18,1,Ads,2,0
US,35,1,Seo,8,0
US,17,0,Seo,7,0
US,37,0,Seo,6,0
Germany,46,0,Seo,2,0
China,21,1,Ads,2,0
US,28,0,Ads,9,0
US,29,1,Seo,4,0
US,35,1,Ads,7,0
China,46,1,Ads,1,0
US,29,1,Ads,4,0
US,25,1,Seo,8,0
US,22,1,Direct,7,0
US,26,1,Direct,9,0
UK,21,1,Direct,2,0
China,25,1,Ads,4,0
US,27,0,Ads,7,0
US,26,0,Ads,9,0
UK,33,1,Ads,1,0
US,31,0,Ads,2,0
UK,20,0,Ads,11,0
China,27,1,Direct,9,0
US,17,1,Ads,18,1
China,39,1,Seo,4,0
US,30,0,Seo,8,0
US,20,0,Direct,7,0
US,23,1,Ads,2,0
Germany,22,1,Ads,5,0
China,58,0,Direct,6,0
US,27,1,Ads,2,0
UK,33,0,Ads,7,0
US,32,1,Seo,4,0
US,27,1,Seo,12,0
US,27,0,Seo,5,0
US,29,0,Seo,1,0
US,38,1,Ads,7,0
China,31,0,Direct,9,0
UK,30,1,Direct,2,0
US,24,1,Seo,6,0
US,39,1,Seo,3,0
China,40,0,Ads,3,0
China,27,1,Direct,8,0
UK,42,1,Direct,2,0
US,27,1,Seo,4,0
US,21,0,Seo,5,0
US,34,1,Ads,4,0
US,35,1,Seo,4,0
US,38,1,Direct,8,0
UK,17,1,Direct,8,0
US,52,1,Seo,5,0
US,26,1,Seo,1,0
US,38,0,Direct,5,0
US,29,1,Seo,4,0
China,32,1,Seo,8,0
UK,36,1,Seo,5,0
UK,41,1,Ads,2,0
China,20,1,Ads,5,0
US,40,1,Direct,1,0
UK,33,1,Seo,7,0
US,19,0,Seo,8,0
UK,49,1,Ads,4,0
US,31,0,Seo,2,0
US,37,0,Seo,1,0
US,34,1,Ads,3,0
China,23,1,Ads,4,0
US,30,1,Seo,2,0
US,25,1,Ads,8,0
US,42,1,Seo,6,0
US,26,0,Seo,7,0
China,36,1,Ads,6,0
US,28,1,Direct,3,0
US,26,1,Ads,7,0
US,29,0,Seo,6,0
US,33,1,Seo,3,0
China,39,1,Direct,10,0
UK,26,0,Seo,4,0
US,34,1,Seo,2,0
US,22,1,Seo,3,0
US,34,0,Ads,8,0
US,40,0,Ads,7,0
US,27,1,Direct,7,0
US,32,1,Direct,6,0
Germany,29,1,Direct,8,0
UK,27,1,Ads,5,0
US,28,1,Ads,2,0
China,31,0,Ads,9,0
US,32,1,Seo,5,0
US,24,1,Ads,3,0
China,18,1,Seo,2,0
China,34,1,Direct,4,0
China,20,1,Seo,6,0
China,25,1,Seo,2,0
UK,27,1,Seo,4,0
US,38,1,Direct,10,0
UK,25,1,Direct,6,0
US,45,1,Seo,3,0
US,20,1,Direct,2,0
China,18,1,Direct,6,0
China,44,1,Seo,5,0
UK,43,1,Direct,3,0
UK,28,0,Seo,15,1
US,46,1,Seo,3,0
UK,22,0,Ads,5,0
US,31,0,Direct,12,1
UK,32,1,Direct,1,0
US,33,0,Ads,5,0
US,19,0,Direct,8,0
US,41,1,Ads,8,0
Germany,27,1,Seo,1,0
UK,21,1,Seo,4,0
US,46,1,Seo,3,0
US,20,1,Seo,7,0
China,28,1,Ads,6,0
US,26,0,Direct,2,0
UK,33,0,Direct,5,0
UK,29,0,Seo,9,0
China,29,1,Seo,7,0
China,27,1,Seo,1,0
China,26,1,Seo,1,0
US,36,1,Seo,9,0
US,37,1,Seo,4,0
US,35,1,Direct,6,0
China,24,1,Seo,6,0
US,23,1,Direct,7,0
Germany,24,0,Ads,1,0
US,22,1,Seo,1,0
US,26,1,Seo,6,0
US,19,1,Direct,3,0
China,24,0,Direct,4,0
US,24,0,Ads,7,0
US,47,1,Seo,2,0
UK,24,1,Seo,3,0
China,42,1,Ads,9,0
US,18,1,Ads,2,0
Germany,21,0,Direct,2,0
US,24,0,Seo,3,0
UK,36,1,Seo,4,0
US,29,1,Seo,8,0
China,22,1,Seo,5,0
US,29,1,Seo,7,0
US,40,1,Seo,4,0
China,24,0,Direct,3,0
US,39,1,Direct,2,0
UK,46,0,Seo,5,0
UK,36,1,Seo,19,1
US,23,0,Seo,5,0
US,43,1,Seo,2,0
US,17,1,Seo,2,0
China,24,1,Seo,3,0
China,27,0,Ads,3,0
China,38,1,Seo,5,0
US,33,1,Ads,9,0
US,33,1,Direct,9,1
US,33,0,Seo,6,0
China,44,0,Seo,8,0
US,32,1,Direct,3,0
US,44,1,Seo,4,0
UK,17,1,Ads,9,0
Germany,36,1,Direct,9,0
US,17,1,Ads,5,0
UK,32,1,Seo,5,0
China,29,1,Seo,6,0
UK,35,1,Ads,1,0
US,24,1,Seo,2,0
China,33,1,Seo,6,0
US,23,1,Seo,9,0
US,21,1,Seo,3,0
US,33,1,Seo,9,0
US,26,1,Seo,1,0
US,21,1,Seo,7,0
China,19,0,Direct,1,0
Germany,22,0,Seo,1,0
China,45,1,Ads,4,0
UK,21,1,Ads,2,0
China,39,1,Seo,6,0
US,51,1,Seo,2,0
China,19,1,Ads,5,0
UK,32,0,Seo,15,1
UK,35,0,Direct,2,0
China,23,1,Seo,4,0
US,32,1,Ads,5,0
US,32,1,Seo,7,0
UK,42,1,Seo,5,0
China,37,1,Seo,6,0
US,38,1,Ads,3,0
UK,33,1,Seo,1,0
US,33,0,Direct,1,0
China,19,1,Seo,1,0
US,40,1,Ads,2,0
China,18,1,Direct,3,0
UK,29,1,Direct,2,0
UK,29,1,Seo,10,0
China,29,1,Seo,5,0
US,39,1,Ads,5,0
UK,24,1,Seo,2,0
UK,21,0,Direct,2,0
US,41,1,Direct,11,0
US,37,1,Seo,7,0
UK,34,1,Seo,3,0
US,45,0,Ads,4,0
US,28,1,Seo,7,0
US,47,1,Direct,5,0
China,28,1,Direct,5,0
Germany,46,1,Seo,5,0
US,19,1,Ads,5,0
US,26,0,Direct,5,0
China,19,0,Ads,7,0
US,46,0,Seo,6,0
China,39,1,Direct,6,0
US,43,0,Seo,5,0
US,23,0,Ads,4,0
US,17,0,Direct,10,0
US,21,1,Ads,5,0
US,25,1,Direct,1,0
US,26,1,Seo,9,0
US,43,1,Ads,5,0
US,23,1,Seo,3,0
Germany,28,0,Direct,1,0
Germany,37,1,Ads,1,0
US,27,0,Seo,8,1
UK,17,1,Direct,5,0
UK,41,1,Ads,1,0
US,33,1,Seo,4,0
China,38,0,Ads,5,0
US,40,1,Ads,1,0
US,33,1,Direct,1,0
US,33,1,Ads,1,0
China,44,1,Seo,4,0
US,32,1,Seo,10,0
US,29,1,Direct,3,0
US,20,1,Seo,8,0
US,39,1,Ads,8,0
US,47,0,Ads,1,0
US,30,1,Ads,2,0
US,25,0,Direct,6,0
UK,40,1,Seo,4,0
US,33,1,Direct,6,0
US,39,1,Ads,4,0
China,20,1,Seo,8,0
US,26,0,Seo,11,0
US,26,0,Seo,9,0
China,39,1,Direct,3,0
China,32,1,Direct,3,0
US,24,0,Direct,7,0
UK,22,1,Seo,1,0
UK,33,1,Seo,1,0
UK,41,1,Direct,5,0
China,28,0,Seo,5,0
UK,31,1,Ads,6,0
US,48,0,Seo,15,1
UK,23,0,Seo,16,1
China,25,1,Direct,1,0
UK,41,0,Seo,5,0
China,25,0,Seo,4,0
US,25,1,Ads,5,0
US,49,0,Seo,8,0
US,34,0,Seo,5,0
China,24,1,Direct,2,0
US,56,1,Direct,4,0
US,33,1,Direct,8,0
US,27,0,Seo,12,1
US,30,0,Seo,5,0
China,19,0,Seo,9,0
US,33,1,Seo,9,0
China,43,1,Ads,5,0
US,29,1,Direct,7,0
US,39,0,Seo,5,0
US,35,1,Seo,3,0
UK,22,1,Seo,9,0
US,17,1,Ads,2,0
US,28,1,Seo,6,0
US,36,0,Ads,2,0
China,28,1,Seo,2,0
US,17,1,Ads,17,1
UK,24,1,Seo,5,0
US,22,1,Seo,14,1
US,17,1,Direct,2,0
China,21,0,Ads,6,0
Germany,32,0,Seo,6,0
US,17,1,Direct,4,0
China,31,0,Seo,5,0
US,27,1,Seo,5,0
US,29,1,Ads,4,0
China,42,0,Ads,4,0
China,26,0,Seo,8,0
US,46,1,Seo,5,0
US,26,1,Seo,2,0
US,42,1,Ads,3,0
US,34,1,Seo,3,0
US,22,0,Seo,8,0
China,18,1,Seo,7,0
US,22,1,Seo,6,0
UK,30,1,Ads,6,0
US,40,1,Seo,6,0
US,28,1,Ads,4,0
China,20,1,Ads,13,0
US,21,0,Seo,5,0
US,29,1,Seo,5,0
US,27,1,Direct,1,0
China,23,0,Direct,7,0
China,35,1,Seo,3,0
US,21,0,Ads,6,0
China,32,0,Direct,1,0
China,20,1,Ads,9,0
UK,49,0,Seo,3,0
US,36,1,Ads,4,0
US,30,1,Ads,3,0
UK,30,1,Direct,5,0
UK,32,0,Seo,17,1
China,22,1,Seo,8,0
US,25,0,Direct,7,0
US,28,0,Direct,5,0
US,44,1,Direct,10,0
US,32,1,Direct,5,0
US,30,1,Seo,3,0
US,24,0,Direct,1,0
China,37,1,Ads,9,0
US,37,1,Seo,5,0
US,27,1,Ads,4,0
China,20,1,Seo,4,0
US,24,0,Ads,14,1
US,31,1,Direct,5,0
US,21,0,Seo,4,0
China,27,1,Direct,2,0
US,39,1,Ads,6,0
US,27,1,Seo,3,0
US,29,1,Ads,5,0
US,20,1,Ads,3,0
US,25,1,Direct,4,0
Germany,27,0,Seo,7,0
China,43,1,Seo,2,0
US,23,1,Ads,2,0
US,32,1,Ads,8,0
Germany,28,1,Seo,5,0
US,39,1,Seo,2,0
China,28,0,Ads,8,0
UK,24,1,Direct,4,0
US,38,1,Seo,5,0
UK,23,0,Ads,8,0
US,17,1,Direct,5,0
US,25,1,Direct,2,0
US,22,1,Seo,13,1
US,22,0,Seo,2,0
US,27,1,Ads,2,0
China,34,1,Seo,7,0
UK,35,1,Seo,9,0
China,24,1,Seo,6,0
US,38,1,Seo,4,0
US,19,1,Direct,2,0
US,24,1,Seo,8,0
UK,20,0,Seo,4,0
US,26,1,Seo,5,0
US,33,0,Ads,2,0
US,24,0,Seo,5,0
China,39,1,Seo,7,0
US,34,1,Seo,2,0
US,43,0,Ads,7,0
UK,53,1,Direct,9,0
Germany,24,0,Seo,8,0
China,26,1,Direct,6,0
US,25,1,Seo,2,0
US,37,1,Direct,4,0
China,26,1,Direct,3,0
US,38,1,Seo,1,0
US,33,1,Ads,8,0
US,21,1,Ads,2,0
China,30,1,Seo,1,0
China,22,0,Seo,1,0
US,20,1,Direct,4,0
UK,26,1,Direct,4,0
US,29,0,Seo,7,0
US,27,0,Ads,15,1
US,34,1,Ads,7,0
US,19,1,Ads,4,0
US,20,1,Ads,3,0
China,36,1,Direct,13,0
China,34,1,Direct,1,0
US,37,1,Seo,10,0
US,29,0,Ads,6,0
US,24,1,Ads,4,0
US,46,1,Direct,4,0
China,23,0,Seo,3,0
China,28,1,Ads,6,0
US,45,1,Seo,2,0
US,32,0,Seo,4,0
US,18,1,Seo,4,0
UK,29,0,Direct,2,0
China,41,0,Direct,2,0
US,35,1,Seo,5,0
UK,33,1,Seo,3,0
US,35,0,Seo,13,1
US,24,0,Direct,4,0
US,19,0,Ads,8,0
US,21,0,Seo,3,0
US,24,1,Seo,4,0
China,22,0,Direct,8,0
UK,36,1,Ads,2,0
UK,26,0,Seo,6,0
US,21,1,Ads,4,0
UK,24,1,Seo,3,0
China,34,0,Ads,6,0
China,48,1,Seo,7,0
US,28,1,Ads,7,0
US,47,0,Seo,5,0
US,26,1,Seo,1,0
US,39,1,Direct,3,0
UK,47,0,Ads,9,0
US,36,0,Seo,9,0
US,41,1,Direct,5,0
US,31,1,Seo,3,0
US,22,1,Ads,11,0
US,34,1,Seo,3,0
US,20,1,Seo,3,0
UK,40,0,Ads,7,0
US,28,1,Seo,12,0
US,18,1,Seo,3,0
China,28,1,Seo,9,0
US,44,1,Ads,1,0
US,27,1,Seo,6,0
China,45,0,Seo,11,0
UK,30,1,Seo,2,0
China,21,1,Direct,2,0
US,25,1,Ads,5,0
China,48,1,Seo,13,0
US,40,0,Seo,12,0
China,39,1,Ads,6,0
China,29,1,Ads,1,0
US,31,1,Ads,6,0
US,21,1,Seo,5,0
China,18,0,Seo,11,0
US,26,1,Ads,1,0
US,33,1,Seo,1,0
US,24,1,Seo,3,0
China,34,1,Seo,4,0
US,19,1,Seo,1,0
China,38,1,Ads,3,0
UK,21,1,Seo,13,0
US,45,0,Seo,9,0
China,53,1,Direct,5,0
US,36,0,Seo,3,0
Germany,28,1,Direct,2,0
China,18,0,Ads,5,0
China,40,1,Seo,2,0
UK,23,1,Seo,1,0
US,47,1,Ads,5,0
US,32,1,Ads,2,0
US,33,0,Ads,6,0
China,56,0,Direct,8,0
Germany,21,0,Ads,1,0
US,19,0,Seo,3,0
UK,42,1,Seo,1,0
US,34,1,Seo,3,0
US,37,0,Direct,4,0
US,33,0,Seo,4,0
China,44,1,Ads,4,0
UK,30,1,Seo,4,0
US,38,1,Seo,1,0
US,19,1,Seo,1,0
China,49,1,Seo,1,0
UK,23,1,Direct,2,0
US,20,0,Seo,4,0
UK,24,0,Seo,7,0
US,79,1,Direct,1,0
US,28,0,Seo,4,0
UK,22,1,Direct,8,0
US,37,1,Ads,1,0
China,33,0,Seo,1,0
US,25,1,Ads,5,0
US,30,0,Direct,1,0
US,20,0,Seo,7,1
US,44,1,Seo,2,0
US,26,1,Ads,9,0
China,37,1,Direct,4,0
US,19,0,Ads,9,0
US,32,1,Ads,6,0
China,20,1,Ads,11,0
Germany,22,0,Seo,2,0
US,32,1,Direct,10,0
China,37,0,Direct,3,0
US,19,1,Direct,6,0
US,37,1,Ads,8,0
Germany,30,1,Seo,4,0
China,29,1,Seo,3,0
US,33,1,Seo,6,0
US,54,1,Seo,2,0
US,45,0,Ads,3,0
US,34,1,Direct,7,0
China,21,0,Direct,6,0
US,30,1,Direct,5,0
US,22,0,Seo,4,0
China,30,0,Seo,2,0
US,46,0,Seo,2,0
US,26,1,Seo,6,0
China,33,1,Ads,6,0
US,21,1,Seo,6,0
China,29,1,Ads,2,0
China,34,1,Seo,1,0
US,33,0,Seo,12,1
US,25,0,Ads,3,0
US,54,1,Direct,3,0
US,23,1,Seo,4,0
China,21,1,Direct,4,0
US,29,0,Ads,7,0
UK,28,1,Direct,2,0
US,38,1,Seo,2,0
China,38,0,Seo,5,0
China,45,1,Direct,2,0
UK,42,1,Seo,4,0
US,53,1,Ads,4,0
UK,34,0,Direct,11,1
UK,33,1,Direct,4,0
US,43,1,Seo,2,0
US,31,1,Direct,8,0
China,31,1,Seo,4,0
UK,31,1,Seo,5,0
China,47,1,Seo,7,0
US,28,1,Ads,1,0
US,32,1,Seo,3,0
China,20,1,Seo,1,0
US,25,0,Direct,8,0
US,26,0,Seo,4,0
China,48,0,Ads,3,0
US,25,1,Ads,8,0
US,27,1,Seo,3,0
US,18,1,Ads,1,0
US,31,1,Direct,8,0
US,33,1,Seo,4,0
US,34,0,Seo,7,0
US,25,1,Direct,3,0
US,21,1,Ads,1,0
US,24,0,Seo,22,1
US,29,0,Seo,8,0
Germany,28,0,Ads,2,0
UK,33,1,Ads,8,0
UK,31,0,Ads,4,0
US,29,1,Ads,11,0
China,18,1,Seo,2,0
Germany,20,1,Seo,4,0
China,42,0,Direct,6,0
US,20,0,Direct,4,0
Germany,25,1,Ads,1,0
US,34,1,Direct,2,0
US,32,1,Seo,4,0
US,32,1,Seo,5,0
US,19,1,Seo,1,0
Germany,31,1,Seo,3,0
UK,43,0,Ads,1,0
US,30,1,Ads,3,0
China,28,0,Seo,6,0
UK,29,1,Ads,6,0
US,33,1,Ads,5,0
US,33,1,Seo,5,0
US,24,1,Seo,7,0
US,27,1,Ads,15,0
US,26,1,Ads,11,0
US,17,1,Ads,8,0
US,45,1,Ads,4,0
China,24,0,Ads,1,0
US,25,1,Ads,9,0
US,38,0,Ads,5,0
US,34,0,Ads,3,0
China,26,1,Seo,4,0
US,25,0,Ads,10,0
US,26,1,Seo,2,0
US,18,1,Seo,11,0
US,26,1,Seo,4,0
UK,35,1,Direct,6,0
US,38,1,Direct,3,0
US,28,1,Seo,3,0
China,24,1,Direct,8,0
US,21,1,Seo,6,0
Germany,29,1,Seo,5,0
China,36,1,Seo,9,0
China,28,0,Seo,7,0
China,18,1,Seo,2,0
US,23,1,Seo,5,0
China,28,1,Ads,7,0
UK,26,1,Ads,10,0
US,27,1,Seo,2,0
US,31,0,Seo,2,0
China,41,0,Seo,3,0
US,27,1,Seo,3,0
US,25,1,Direct,4,0
US,29,1,Seo,4,0
US,41,1,Seo,3,0
US,24,1,Direct,5,0
US,35,0,Seo,1,0
US,26,0,Seo,2,0
US,24,1,Direct,1,0
US,25,0,Direct,5,0
US,27,1,Direct,8,0
Germany,31,1,Seo,6,0
US,29,1,Seo,1,0
US,37,1,Direct,8,0
US,43,1,Direct,4,0
China,38,0,Seo,9,0
US,39,1,Ads,5,0
US,17,1,Direct,1,0
US,24,0,Ads,1,0
US,27,0,Ads,3,0
US,32,1,Seo,5,0
UK,27,1,Seo,5,0
China,23,1,Ads,8,0
China,34,1,Ads,5,0
China,20,1,Ads,1,0
US,39,1,Ads,4,0
US,23,1,Direct,2,0
UK,43,0,Direct,10,0
US,37,1,Seo,3,0
UK,31,1,Direct,2,0
US,32,1,Seo,3,0
US,26,1,Ads,4,0
China,41,1,Seo,5,0
US,20,1,Seo,9,0
US,25,0,Direct,2,0
US,17,0,Direct,1,0
US,37,1,Direct,14,1
US,42,0,Direct,5,0
UK,35,1,Ads,4,0
US,22,1,Seo,5,0
US,41,0,Ads,5,0
US,46,0,Ads,4,0
UK,19,1,Direct,1,0
China,38,1,Seo,3,0
US,38,1,Seo,1,0
UK,21,1,Direct,8,0
China,31,1,Direct,4,0
US,17,1,Seo,8,0
US,22,1,Seo,1,0
China,37,1,Ads,4,0
US,17,1,Seo,7,0
China,36,0,Seo,5,0
UK,38,0,Seo,3,0
US,31,1,Ads,3,0
US,30,1,Seo,3,0
China,26,0,Direct,4,0
China,28,1,Seo,6,0
US,20,0,Seo,8,0
China,33,1,Direct,2,0
US,36,0,Seo,6,0
US,48,1,Direct,8,0
US,40,1,Seo,8,0
China,44,1,Ads,2,0
China,23,1,Direct,3,0
China,20,1,Seo,4,0
China,44,1,Seo,6,0
China,25,1,Direct,3,0
US,24,0,Seo,5,0
US,28,1,Direct,9,0
UK,35,0,Ads,4,0
US,21,1,Ads,13,0
US,32,1,Seo,9,0
US,46,0,Seo,10,0
China,32,0,Seo,10,0
US,20,1,Direct,2,0
US,26,0,Ads,4,0
China,36,1,Seo,5,0
US,34,1,Ads,7,0
US,37,1,Seo,2,0
China,18,1,Seo,5,0
China,40,1,Direct,3,0
US,18,0,Direct,5,0
UK,22,1,Ads,3,0
US,36,1,Ads,6,0
China,39,0,Seo,5,0
US,21,1,Ads,3,0
US,31,1,Seo,2,0
US,36,1,Seo,7,0
US,18,1,Seo,3,0
US,38,0,Seo,4,0
US,46,1,Seo,7,0
China,34,1,Seo,8,0
US,38,0,Seo,7,0
US,26,1,Seo,2,0
US,25,1,Ads,4,0
US,22,1,Seo,5,0
US,33,1,Seo,13,0
US,36,1,Seo,6,0
China,34,1,Direct,2,0
China,19,1,Seo,2,0
US,35,1,Seo,19,1
US,22,1,Direct,2,0
US,45,1,Seo,1,0
US,24,1,Ads,5,0
Germany,38,0,Seo,6,0
UK,39,1,Direct,1,0
US,19,1,Ads,5,0
UK,24,0,Seo,8,0
UK,35,0,Seo,7,0
UK,20,1,Ads,4,0
US,27,0,Seo,7,0
US,29,1,Seo,9,0
US,54,1,Seo,2,0
China,22,0,Direct,6,0
US,27,0,Seo,16,1
China,31,1,Direct,6,0
US,38,1,Seo,5,0
US,25,0,Seo,15,1
US,39,1,Seo,9,0
China,21,0,Seo,4,0
UK,45,0,Ads,8,0
China,52,1,Seo,8,0
US,17,1,Seo,9,0
UK,33,1,Direct,4,0
China,19,1,Seo,6,0
China,19,1,Seo,8,0
US,28,1,Seo,5,0
US,48,1,Direct,8,0
Germany,40,1,Seo,1,0
UK,41,1,Ads,1,0
US,26,0,Direct,5,0
US,27,0,Seo,1,0
US,29,0,Direct,6,0
UK,39,1,Seo,7,0
China,31,0,Ads,4,0
China,32,0,Ads,7,0
US,32,0,Seo,8,0
US,18,0,Ads,6,0
UK,39,1,Direct,1,0
US,33,1,Ads,9,0
China,32,0,Seo,11,0
UK,33,1,Seo,6,0
US,31,1,Seo,3,0
China,46,1,Seo,6,0
UK,44,1,Seo,1,0
US,42,0,Seo,7,0
US,30,1,Ads,1,0
US,30,1,Seo,15,0
US,27,0,Seo,4,0
US,29,1,Ads,8,0
US,30,1,Ads,7,0
China,20,0,Seo,9,0
China,21,1,Direct,1,0
US,23,1,Seo,9,0
China,44,0,Direct,8,0
US,25,0,Ads,3,0
China,18,1,Seo,1,0
US,27,1,Ads,2,0
US,37,0,Seo,6,0
UK,23,0,Ads,15,1
China,39,0,Seo,1,0
US,20,0,Ads,1,0
UK,30,1,Ads,4,0
China,23,1,Direct,2,0
US,32,1,Seo,3,0
US,43,1,Seo,3,0
UK,34,1,Seo,4,0
China,29,1,Direct,4,0
US,17,1,Seo,10,0
China,36,1,Direct,1,0
Germany,25,0,Direct,3,0
US,31,1,Direct,7,0
China,33,0,Seo,2,0
US,21,1,Seo,4,0
US,35,1,Seo,3,0
US,32,0,Ads,5,0
US,33,1,Seo,4,0
US,37,0,Seo,8,0
Germany,25,1,Seo,8,0
US,30,1,Direct,3,0
UK,32,1,Direct,2,0
UK,33,1,Seo,3,0
